Broad Emotion,Emotion,Synonyms,Definitions
Disconnected,Alienated,"alien, disaffect, alienate, disoriented, alienated, estranged, anomic, estrange","arouse hostility or indifference in where there had formerly been love, affection, or friendliness; transfer property or ownership; make withdrawn or isolated or emotionally dissociated; socially disoriented; caused to be unloved"
Disconnected,Alone,"unparalleled, solitary, unaccompanied, unequaled, unique, exclusively, only, solely, lonely, lone, unequalled, solo, entirely, alone",isolated from others; lacking companions or companionship; exclusive of anyone or anything else; radically distinctive and without equal; without any others being included or involved; without anybody else or anything else
Disconnected,Aloof,"upstage, aloof, distant",remote in manner; in an aloof manner
Disconnected,Bored,"bore, blase, world-weary, bored, drill, tire","cause to be bored; make a hole, especially with a pointed power or hand tool; tired of the world; uninterested because of frequent exposure or indulgence"
Disconnected,Conflicted,"infringe, run afoul, conflict, contravene","be in conflict; go against, as of rules and laws"
Disconnected,Consternated,consternate,"fill with anxiety, dread, dismay, or confusion"
Disconnected,Cranky,"irritable, scratchy, petulant, tetchy, peckish, peevish, pettish, cranky, tippy, testy, nettlesome, crank, techy, fractious, tender",(used of boats) inclined to heel over easily under sail; easily irritated or annoyed
Disconnected,Denial,"disaffirmation, self-abnegation, denial, self-renunciation, defence, self-denial, demurrer, defense, abnegation",the act of refusing to comply (as with a request); the act of asserting that something alleged is not true; (psychiatry) a defense mechanism that denies painful thoughts; renunciation of your own interests in favor of the interests of others; a defendant's answer or plea denying the truth of the charges against him
Disconnected,Detached,"uninvolved, come away, separated, detach, isolated, uncaring, come off, free, unaffectionate, degage, detached, set-apart","cause to become detached or separated; take off; separate (a small unit) from a larger, especially for a special assignment; come to be detached; showing lack of emotional involvement; being or feeling set or kept apart from others; ; no longer connected or joined; used of buildings; standing apart from others; lacking affection or warm feeling; not fixed in position"
Disconnected,Disillusioned,"disillusioned, disillusion, disenchant",free from enchantment; freed from illusion
Disconnected,Disinterested,disinterested,unaffected by self-interest
Disconnected,Distant,"upstage, aloof, distant, removed, remote",separated in space or coming from or going to a distance; far apart in relevance or relationship or kinship; remote in manner; separate or apart in time; located far away spatially
Disconnected,Distracted,"disquiet, cark, disorder, perturb, trouble, deflect, distract, distrait, distracted, unhinge",draw someone's attention away from something; disturb in mind or make uneasy or cause to be worried or alarmed; having the attention diverted especially because of anxiety
Disconnected,Empty,"empty, vacuous, void, abandon, discharge, evacuate, empty-bellied, vacate, hollow",a container that has been emptied; make void or empty of contents; become empty or void of its content; leave behind empty; move out of; remove; excrete or discharge from the body; holding or containing nothing; devoid of significance or point; needing nourishment; emptied of emotion
Disconnected,Groggy,"foggy, stuporous, dazed, groggy, logy",stunned or confused and slow to react (as from blows or drunkenness or exhaustion)
Disconnected,Hollow,"empty, vacuous, excavate, hole, holler, dig, core out, hollow, hollow out",a cavity or space in something; a small valley between mountains; a depression hollowed out of solid matter; remove the inner part or the core of; remove the interior of; not solid; having a space or gap or cavity; as if echoing in a hollow space; devoid of significance or point
Disconnected,Jaded,"tire out, jade, fatigue, wear, jaded, wearied, fag out, wear down, pall, outwear, wear out, fag, weary, wear upon, tire",lose interest or become bored with something or somebody; exhaust or get tired through overuse or great strain or stress; exhausted; dulled by surfeit
Disconnected,Indifferent,"so-so, unbiassed, deaf, immaterial, unbiased, apathetic, indifferent, inert, neutral",marked by a lack of interest; showing no care or concern in attitude or action; (usually followed by `to') unwilling or refusing to pay heed; (often followed by `to') lacking importance; not mattering one way or the other; fairly poor to not very good; having only a limited ability to react chemically; chemically inactive; marked by no especial liking or dislike or preference for one thing over another; characterized by a lack of partiality; being neither good nor bad; neither too great nor too little
Disconnected,Isolated,"sequester, isolate, keep apart, separated, insulate, isolated, sequestrate, marooned, stranded, apart, set apart, quarantined, disjunct, stray, obscure, detached, set-apart",place or set apart; obtain in pure form; set apart from others; separate (experiences) from the emotions relating to them; not close together in time; being or feeling set or kept apart from others; ; marked by separation of or from usually contiguous elements; cut off or left behind; under forced isolation especially for health reasons; remote and separate physically or socially; 
Disconnected,Lethargic,"unenrgetic, lethargic",deficient in alertness or activity
Disconnected,Listless,"listless, dispirited",lacking zest or vivacity; marked by low spirits; showing no enthusiasm
Disconnected,Lost,"confused, recede, missed, suffer, mazed, lose, preoccupied, fall behind, mislay, bemused, mixed-up, misplace, miss, befuddled, drop off, doomed, deep in thought, turn a loss, bewildered, baffled, at sea, lost, confounded, helpless, fall back, disoriented","people who are destined to die soon; fail to keep or to maintain; cease to have, either physically or in an abstract sense; fail to win; suffer the loss of a person through death or removal; place (something) where one cannot find it again; miss from one's possessions; lose sight of; allow to go out of sight; fail to make money in a business; make a loss or fail to profit; fail to get or obtain; retreat; fail to perceive or to catch with the senses or the mind; be set at a disadvantage; no longer in your possession or control; unable to be found or recovered; having lost your bearings; confused as to time or place or personal identity; spiritually or physically doomed or destroyed; not gained or won; incapable of being recovered or regained; not caught with the senses or the mind; deeply absorbed in thought; perplexed by many conflicting situations or statements; filled with bewilderment; unable to function; without help"
Disconnected,Neutral,"electroneutral, impersonal, achromatic, indifferent, inert, neutral","one who does not side with any party in a war or dispute; having no personal preference; having only a limited ability to react chemically; chemically inactive; not supporting or favoring either side in a war, dispute, or contest; possessing no distinctive quality or characteristics; having no hue; lacking distinguishing quality or characteristics; having no net electric charge"
Disconnected,Numb,"dull, benumbed, blunt, dead, asleep, numb, benumb",make numb or insensitive; lacking sensation; (followed by `to') not showing human feeling or sensitivity; unresponsive; so frightened as to be unable to move; stunned or paralyzed with terror; petrified
Disconnected,Powerless,powerless,lacking power
Disconnected,Preoccupied,"lost, preoccupy, deep in thought, taken up, bemused, obsessed, haunted, preoccupied",engage or engross the interest or attention of beforehand or occupy urgently or obsessively; occupy or take possession of beforehand or before another or appropriate for use in advance; deeply absorbed in thought; having or showing excessive or compulsive concern with something
Disconnected,Puzzled,"at a loss, puzzled, baffle, stupefy, nonplus, vex, gravel, mystify, amaze, dumbfound, nonplussed, nonplused, beat, stick, bewilder, get, perplex, flummox, puzzle, pose",be a mystery or bewildering to; be uncertain about; think about without fully understanding or being able to decide; filled with bewilderment
Disconnected,Reluctance,"reluctance, disinclination, hesitation, hesitancy, indisposition",(physics) opposition to magnetic flux (analogous to electric resistance); a certain degree of unwillingness
Disconnected,Removed,"take out, transfer, bump off, move out, take away, absent, take, removed, withdraw, dispatch, polish off, off, murder, get rid of, remove, hit, distant, slay, remote","remove something concrete, as by lifting, pushing, or taking off, or remove something abstract; remove from a position or an office; dispose of; cause to leave; shift the position or location of, as for business, legal, educational, or military purposes; go away or leave; kill intentionally and with premeditation; get rid of something abstract; separated in relationship by a given degree of descent; separate or apart in time"
Disconnected,Resignation,"surrender, resignation",acceptance of despair; the act of giving up (a claim or office or possession etc.); a formal document giving notice of your intention to resign
Disconnected,Resistant,"tolerant, immune, resistive, resistant, repellent, insubordinate",relating to or conferring immunity (to disease or infection); able to tolerate environmental conditions or physiological stress; impervious to being affected; disposed to or engaged in defiance of established authority; incapable of absorbing or mixing with
Disconnected,Sheepish,"sheeplike, sheepish, shamefaced",like or suggestive of a sheep in docility or stupidity or meekness or timidity; showing a sense of shame
Disconnected,Shut Down,,
Disconnected,Sluggish,"dull, slow, soggy, sluggish, sulky, torpid, inert",moving slowly; (of business) not active or brisk; slow and apathetic
Disconnected,Sullen,"moody, sour, dark, saturnine, lowering, threatening, heavy, sullen, morose, dour, glum, glowering",showing a brooding ill humor; ; ; ; ; ; darkened by clouds
Disconnected,Torn,"pull, deplumate, bust, deplume, lacerated, torn, shoot down, mangled, lacerate, buck, charge, shoot, displume, rupture, pluck, snap, tear",separate or cause to separate abruptly; to separate or be separated by force; move quickly and violently; strip of feathers; fill with tears or shed tears; having edges that are jagged from injury; disrupted by the pull of contrary forces
Disconnected,Uneasy,"restless, anxious, awkward, ill at ease, nervous, uneasy, unquiet, queasy",lacking a sense of security or affording no ease or reassurance; lacking or not affording physical or mental rest; causing or fraught with or showing anxiety; socially uncomfortable; unsure and constrained in manner; relating to bodily unease that causes discomfort
Disconnected,Withdrawn,"take out, recede, crawfish out, pull back, adjourn, back away, sequestrate, call back, draw, move back, take away, draw back, seclude, retire, pull in one's horns, withdrawn, take, recall, call in, withdraw, swallow, unsay, sequester, pull away, take back, crawfish, draw off, recluse, disengage, bow out, retreat, remove, indrawn, reclusive, back out","pull back or move away or backward; withdraw from active participation; release from something that holds fast, connects, or entangles; cause to be returned; take back what one has said; keep away from others; break from a meeting or gathering; retire gracefully; remove (a commodity) from (a supply source); lose interest; make a retreat from an earlier commitment or activity; remove something concrete, as by lifting, pushing, or taking off, or remove something abstract; withdrawn from society; seeking solitude; tending to reserve or introspection"
Dislike,Abhorrence,"execration, odium, abomination, detestation, abhorrence, loathing",hate coupled with disgust
Dislike,Aversion,"distaste, aversion, antipathy, averting",a feeling of intense dislike; the act of turning yourself (or your gaze) away
Dislike,Detest,"hate, detest",dislike intensely; feel antipathy or aversion towards
Dislike,Disdain,"freeze off, reject, despise, condescension, despite, patronage, contempt, spurn, turn down, contemn, pooh-pooh, disdain, scorn",lack of respect accompanied by a feeling of intense dislike; a communication that indicates lack of respect by patronizing the recipient; look down on with disdain; reject with contempt
Dislike,Disgust,"repel, sicken, revolt, churn up, nauseate, gross out, disgust",strong feelings of dislike; fill with distaste; cause aversion in; offend the moral sense of
Dislike,Envious,"covetous, envious, jealous",showing extreme cupidity; painfully desirous of another's advantages
Dislike,Grudging,"niggardly, scrimy, grudge, grudging, stew",bear a grudge; harbor ill feelings; accept or admit unwillingly; of especially an attitude; petty or reluctant in giving or spending
Dislike,Hate,"hatred, hate, detest",the emotion of intense dislike; a feeling of dislike so strong that it demands action; dislike intensely; feel antipathy or aversion towards
Dislike,Repugnance,"incompatibility, repulsion, revulsion, repugnance, horror, mutual exclusiveness, inconsistency",intense aversion; the relation between propositions that cannot both be true at the same time
Dislike,Revolted,"repel, sicken, revolt, churn up, nauseate, gross out, disgust",make revolution; fill with distaste; cause aversion in; offend the moral sense of
Dislike,Scorn,"freeze off, reject, despise, despite, contempt, spurn, turn down, contemn, pooh-pooh, disdain, scorn",lack of respect accompanied by a feeling of intense dislike; open disrespect for a person or thing; look down on with disdain; reject with contempt
Embarrassed,Appalled,"dismay, appalled, appal, shocked, scandalize, shock, alarm, scandalise, offend, outrage, appall, aghast, horrify, dismayed","strike with disgust or revulsion; fill with apprehension or alarm; cause to be unpleasantly surprised; strike with disgust or revulsion; fill with apprehension or alarm; cause to be unpleasantly surprised; struck with fear, dread, or consternation"
Embarrassed,Apologetic,"excusatory, apologetic",offering or expressing apology
Embarrassed,Ashamed,ashamed,feeling shame or guilt or embarrassment or remorse
Embarrassed,Chagrined,"abashed, mortify, chagrin, humiliate, abase, humble, chagrined, embarrassed",cause to feel shame; hurt the pride of; feeling or caused to feel uneasy and self-conscious
Embarrassed,Compunction,"compunction, self-reproach, remorse",a feeling of deep regret (usually for some misdeed)
Embarrassed,Contrite,"remorseful, contrite, ruthful, rueful",feeling or expressing pain or sorrow for sins or offenses
Embarrassed,Flustered,"fluster, flustered, hot and bothered, perturbed, rattled",be flustered; behave in a confused manner; cause to be nervous or upset; thrown into a state of agitated confusion; (`rattled' is an informal term)
Embarrassed,Foolish,"goosey, jerky, dopey, anserine, foolish, goosy, dopy, gooselike",devoid of good sense or judgment; having or revealing stupidity
Embarrassed,Guilty,"shamefaced, guilty, hangdog, shamed",responsible for or chargeable with a reprehensible act; showing a sense of guilt; 
Embarrassed,Humbled,"mortify, chagrin, humbled, humiliate, abase, broken, humiliated, humble, crushed, low",cause to be unpretentious; cause to feel shame; hurt the pride of; subdued or brought low in condition or status
Embarrassed,Humored,"humor, humour",put into a good mood
Embarrassed,Inferior,"substandard, deficient, subscript, inferior",one of lesser rank or station or quality; a character or symbol set or printed or written beneath or slightly below and to the side of another character; of or characteristic of low rank or importance; of low or inferior quality; written or printed below and to one side of another character; having an orbit between the sun and the Earth's orbit; lower than a given reference point; falling short of some prescribed norm
Embarrassed,Inhibited,"bottle up, inhibited, subdue, inhibit, stamp down, conquer, suppress, curb","to put down by force or authority; limit the range or extent of; limit, block, or decrease the action or function of; control and refrain from showing; of emotions, desires, impulses, or behavior; held back or restrained or prevented"
Embarrassed,Mortified,"gangrene, subdue, sphacelate, mortify, chagrin, mortified, humiliate, necrose, abase, humiliated, humble, crucify, gangrenous, embarrassed",practice self-denial of one's body and appetites; hold within limits and control; cause to feel shame; hurt the pride of; undergo necrosis; suffering from tissue death; made to feel uncomfortable because of shame or wounded pride
Embarrassed,Pathetic,"pathetic, pitiful, ridiculous, poor, piteous, miserable, pitiable, silly, wretched, misfortunate, hapless",deserving or inciting pity; ; ; inspiring mixed contempt and pity; inspiring scornful pity
Embarrassed,Regretful,"regretful, bad, sorry",feeling or expressing regret or sorrow or a sense of loss over something done or undone
Embarrassed,Repentant,"repentant, penitent",feeling or expressing remorse for misdeeds
Embarrassed,Shame,"disgrace, pity, dishonour, shame, dishonor, ignominy, attaint",a painful emotion resulting from an awareness of inadequacy or guilt; a state of dishonor; an unfortunate development; bring shame or dishonor upon; compel through a sense of shame; cause to be ashamed; surpass or beat by a wide margin
Embarrassed,Self-conscious,"self-aware, self-conscious",aware of yourself as an individual or of your own being and actions and thoughts; ; excessively and uncomfortably conscious of your appearance or behavior
Embarrassed,Sorry,"no-good, lamentable, regretful, drab, blue, dingy, meritless, good-for-nothing, grim, deplorable, dark, pitiful, bad, dreary, dismal, distressing, disconsolate, no-account, sorry, no-count, drear, gloomy, sad, good-for-naught",feeling or expressing regret or sorrow or a sense of loss over something done or undone; bad; unfortunate; without merit; causing dejection
Embarrassed,Submissive,"slavish, subservient, submissive",inclined or willing to submit to orders or wishes of others or showing such inclination; abjectly submissive; characteristic of a slave or servant; 
Embarrassed,Useless,useless,having no beneficial use or incapable of functioning usefully
Embarrassed,Weak,"faint, sapless, weak, decrepit, rickety, watery, debile, feeble, light, unaccented, imperfect, frail, infirm, washy, fallible, weakly","wanting in physical strength; overly diluted; thin and insipid; (used of vowels or syllables) pronounced with little or no stress; wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings; tending downward in price; deficient or lacking in some skill; lacking bodily or muscular strength or vitality; (used of verbs) having standard (or regular) inflection; not having authority, political strength, or governing power; deficient in magnitude; barely perceptible; lacking clarity or brightness or loudness etc; likely to fail under stress or pressure; deficient in intelligence or mental power"
Embarrassed,Worthless,"unworthy, ugly, despicable, worthless, slimy, wretched, vile",lacking in usefulness or value; morally reprehensible
Helpless,Awkward,"cumbersome, clumsy, inept, sticky, inapt, unenviable, awkward, embarrassing, ill at ease, uneasy, bunglesome, ill-chosen, ungainly",causing inconvenience; lacking grace or skill in manner or movement or performance; difficult to handle or manage especially because of shape; not elegant or graceful in expression; hard to deal with; especially causing pain or embarrassment; socially uncomfortable; unsure and constrained in manner
Helpless,Baffled,"confused, mazed, baffle, frustrate, stupefy, nonplus, regulate, thwart, vex, queer, bemused, mixed-up, befuddled, scotch, gravel, mystify, amaze, dumbfound, foil, bewildered, baffled, at sea, beat, lost, cross, stick, spoil, confounded, bewilder, get, perplex, flummox, puzzle, pose, bilk","people who are frustrated and perplexed; be a mystery or bewildering to; hinder or prevent (the efforts, plans, or desires) of; check the emission of (sound); perplexed by many conflicting situations or statements; filled with bewilderment"
Helpless,Challenged,"take exception, challenge, dispute, gainsay",take exception to; issue a challenge to; ask for identification; raise a formal objection in a court of law
Helpless,Clueless,clueless,totally uninformed about what is going on; not having even a clue from which to infer what is occurring
Helpless,Complacent,"self-complacent, complacent, self-satisfied",contented to a fault with oneself or one's actions
Helpless,Disturbed,"touch, disquieted, mad, upset, sick, brainsick, unbalanced, worried, trouble, vex, raise up, crazy, demented, interrupt, commove, unhinged, disturb, disturbed, agitate, shake up, distressed, stir up, maladjusted",move deeply; change the arrangement or position of; tamper with; destroy the peace or tranquility of; damage as if by shaking or jarring; having the place or position changed; afflicted with or marked by anxious uneasiness or trouble or grief; emotionally unstable and having difficulty coping with personal relationships; affected with madness or insanity
Helpless,Exhausted,"eat, eject, discharge, worn-out, run through, deplete, play out, dog-tired, exhaust, use up, expel, fatigued, worn out, fagged, consume, tucker, washed-out, wash up, eat up, played out, run down, spent, tire, beat, wipe out, release, sap, exhausted, tucker out","wear out completely; use up (resources or materials); deplete; use up the whole supply of; eliminate (a substance); drained of energy or effectiveness; extremely tired; completely exhausted; depleted of energy, force, or strength; drained physically"
Helpless,Fatigued,"worn-out, wear upon, wear down, dog-tired, fatigued, outwear, wear out, worn out, fagged, tire out, jade, fatigue, washed-out, fag out, played out, fag, spent, tire, wear, exhausted, pall, weary",lose interest or become bored with something or somebody; exhaust or get tired through overuse or great strain or stress; drained of energy or effectiveness; extremely tired; completely exhausted
Helpless,Fragile,"fragile, slight, delicate, flimsy, thin, frail, tenuous","easily broken or damaged or destroyed; vulnerably delicate; lacking substance or significance; ; ; ; a fragile claim to fame"""
Helpless,Impotent,impotent,lacking power or ability; (of a male) unable to copulate
Helpless,Incapable,"unequal to, incompetent, incapable",(followed by `of') lacking capacity or ability; not being susceptible to or admitting of something (usually followed by `of'); (followed by `of') not having the temperament or inclination for; not meeting requirements
Helpless,Needy,"destitute, poverty-stricken, indigent, necessitous, needy, impoverished","needy people collectively; poor enough to need help from others; demanding or needing attention, affection, or reassurance to an excessive degree"
Helpless,Overwhelmed,"overpower, overmaster, deluge, drown, flood out, sweep over, overwhelm, submerge, whelm, overtake, overcome","overcome, as with emotions or perceptual stimuli; charge someone with too many tasks; cover completely or make imperceptible; overcome by superior force"
Helpless,Pathetic,"pathetic, pitiful, ridiculous, poor, piteous, miserable, pitiable, silly, wretched, misfortunate, hapless",deserving or inciting pity; ; ; inspiring mixed contempt and pity; inspiring scornful pity
Helpless,Perplexed,"stick, gravel, mystify, amaze, vex, dumbfound, baffle, bewilder, get, perplex, perplexed, flummox, puzzle, stupefy, nonplus, pose, beat, complicate",be a mystery or bewildering to; make more complicated; full of difficulty or confusion or bewilderment
Helpless,Powerless,powerless,lacking power
Helpless,Resigned,"reconcile, submit, resign, relinquish, renounce, vacate, give up, step down, quit, free, leave office, release","leave (a job, post, or position) voluntarily; give up or retire from a position; part with a possession or right; accept as inevitable"
Helpless,Sensitive,"sensitive, sore, raw, sensible, medium, spiritualist, tender","someone who serves as an intermediary between the living and the dead; responsive to physical stimuli; being susceptible to the attitudes, feelings, or circumstances of others; able to feel or perceive; hurting; of or pertaining to classified information or matters affecting national security"
Helpless,Trapped,"ensnare, trammel, snare, entrap, immobilise, pin down, treed, pin, trap, immobilize, cornered, at bay, trapped",place in a confining or embarrassing position; catch in or as if in a trap; hold or catch as if in a trap; to hold fast or prevent from moving; forced to turn and face attackers
Helpless,Victim,"victim, dupe",an unfortunate person who suffers from some adverse circumstance; a person who is tricked or swindled
Hurt,Agony,"excruciation, suffering, agony, torture, torment",intense feelings of suffering; acute mental or physical pain; a state of acute pain
Hurt,Betrayed,"bewray, sell, cheat on, cheat, wander, shop, rat, lead astray, tell on, betray, fail, deceive, cuckold, give away, denounce, grass, shit, snitch, stag","reveal unintentionally; deliver to an enemy by treachery; disappoint, prove undependable to; abandon, forsake; be sexually unfaithful to one's partner in marriage; give away information about somebody; cause someone to believe an untruth"
Hurt,Humiliated,"mortified, mortify, chagrin, humbled, humiliate, abase, broken, humiliated, humble, crushed, embarrassed, low",cause to feel shame; hurt the pride of; subdued or brought low in condition or status; made to feel uncomfortable because of shame or wounded pride
Hurt,Pained,"ail, trouble, anguish, pain, offended, pained, hurt",cause bodily suffering to and make sick or indisposed; cause emotional anguish or make miserable; hurt or upset
Hurt,Stung,"sting, twinge, stick, miffed, bite, riled, roiled, pissed off, pissed, steamed, peeved, stung, annoyed, burn, nettled, prick, irritated","cause a sharp or stinging pain or discomfort; deliver a sting to; saddle with something disagreeable or disadvantageous; cause a stinging pain; cause an emotional pain, as if by stinging; aroused to impatience or anger"
Hurt,Suffering,"stand, suffer, excruciation, bear, have, support, lose, ache, abide, hurt, endure, sustain, woe, brook, stick out, stomach, tolerate, digest, meet, wretched, distress, suffering, agony, miserable, get, put up",a state of acute pain; misery resulting from affliction; psychological suffering; feelings of mental or physical pain; undergo or be subjected to; undergo (as of injuries and illnesses); experience (emotional) pain; put up with something or somebody unpleasant; get worse; feel pain or be in pain; feel physical pain; feel unwell or uncomfortable; be given to; undergo or suffer; be set at a disadvantage; troubled by pain or loss; very unhappy; full of misery
Hurt,Suffocated,"strangle, smother, asphyxiate, choke, suffocate, stifle, gag","deprive of oxygen and prevent from breathing; impair the respiration of or obstruct the air passage of; become stultified, suppressed, or stifled; suppress the development, creativity, or imagination of; be asphyxiated; die from lack of oxygen; feel uncomfortable for lack of fresh air; struggle for breath; have insufficient oxygen intake"
Hurt,Tormented,"rag, excruciate, bedevil, anguished, tortured, tormented, frustrate, hagridden, dun, crucify, torture, rack, torment, hag-ridden",torment emotionally or mentally; treat cruelly; subject to torture; experiencing intense pain especially mental pain; tormented or harassed by nightmares or unreasonable fears
Hurt,Tortured,"excruciate, anguished, tortured, tormented, torture, rack, torment",torment emotionally or mentally; subject to torture; experiencing intense pain especially mental pain
Hurt,Traumatized,"shock, traumatize, traumatise",inflict a trauma upon
Insecure,Bashful,"bashful, blate",self-consciously timid; disposed to avoid notice; ; (`blate' is a Scottish term for bashful)
Insecure,Befuddled,"confused, muzzy, befuddle, wooly-minded, confuse, mazed, discombobulate, throw, wooly, muddled, befogged, bemused, woolly, mixed-up, befuddled, fox, bedevil, bewildered, baffled, at sea, lost, fuddle, confound, confounded, woolly-headed, addled",be confusing or perplexing to; cause to be unable to think clearly; make stupid with alcohol; stupefied by alcoholic drink; perplexed by many conflicting situations or statements; filled with bewilderment; confused and vague; used especially of thinking
Insecure,Bewildered,"confused, bemuse, mazed, baffle, discombobulate, throw, stupefy, nonplus, vex, bemused, mixed-up, befuddled, gravel, mystify, amaze, dumbfound, bewildered, baffled, at sea, beat, lost, stick, confounded, bewilder, get, perplex, flummox, puzzle, pose",be a mystery or bewildering to; cause to be confused emotionally; perplexed by many conflicting situations or statements; filled with bewilderment
Insecure,Cynical,"cynical, misanthropical, misanthropic",believing the worst of human nature and motives; having a sneering disbelief in e.g. selflessness of others
Insecure,Confused,"confused, befuddle, confuse, disordered, mazed, discombobulate, throw, obscure, obnubilate, disconcert, scattered, upset, garbled, illogical, mix up, bemused, disconnected, mixed-up, flurry, befuddled, fox, bedevil, bewildered, jumble, baffled, at sea, lost, put off, blur, confound, fuddle, confounded, broken, disjointed, unconnected, disoriented","mistake one thing for another; be confusing or perplexing to; cause to be unable to think clearly; cause to feel embarrassment; assemble without order or sense; make unclear, indistinct, or blurred; perplexed by many conflicting situations or statements; filled with bewilderment; lacking orderly continuity; having lost your bearings; confused as to time or place or personal identity; thrown into a state of disarray or confusion; mentally confused; unable to think with clarity or act intelligently"
Insecure,Doubtful,"in question, tentative, doubtful, dubitable, dubious",open to doubt or suspicion; ; ; ; fraught with uncertainty or doubt; unsettled in mind or opinion
Insecure,Possessive,"possessive, possessive case, genitive case, genitive",the case expressing ownership; serving to express or indicate possession; desirous of owning; having or showing a desire to control or dominate
Insecure,Shy,"timid, diffident, unsure, shy","a quick throw; start suddenly, as from fright; throw quickly; lacking self-confidence; short; wary and distrustful; disposed to avoid persons or things"
Insecure,Woozy,"woozy, vertiginous, giddy, dizzy",having or causing a whirling sensation; liable to falling
Sadness,Aching,"yen, languish, achy, suffer, aching, yearn, smart, ache, hurt, pine",a dull persistent (usually moderately intense) pain; feel physical pain; have a desire for something or someone who is not present; be the source of pain; causing a dull and steady pain
Sadness,Alienated,"alien, disaffect, alienate, disoriented, alienated, estranged, anomic, estrange","arouse hostility or indifference in where there had formerly been love, affection, or friendliness; transfer property or ownership; make withdrawn or isolated or emotionally dissociated; socially disoriented; caused to be unloved"
Sadness,Angst,angst,an acute but unspecific feeling of anxiety; usually reserved for philosophical anxiety about the world or about personal freedom
Sadness,Anguish,"anguish, pain, torture, hurt, torment",extreme mental distress; extreme distress of body or mind; suffer great pains or distress; cause emotional anguish or make miserable
Sadness,Blue,"down in the mouth, blue devil, bluing, depressed, blue, downcast, spicy, dingy, drab, profane, naughty, grim, gamey, puritanic, dark, blueish, low-spirited, gentle, racy, down, risque, dreary, dismal, blue sky, blasphemous, blue air, blue angel, disconsolate, blueness, bluish, wild blue yonder, sorry, patrician, drear, aristocratic, aristocratical, low, juicy, blueing, dispirited, amobarbital sodium, gamy, downhearted, puritanical, gloomy, Amytal, blue-blooded",blue color or pigment; resembling the color of the clear sky in the daytime; blue clothing; any organization or party whose uniforms or badges are blue; the sky as viewed during daylight; used to whiten laundry or hair or give it a bluish tinge; the sodium salt of amobarbital that is used as a barbiturate; used as a sedative and a hypnotic; any of numerous small butterflies of the family Lycaenidae; turn blue; of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; used to signify the Union forces in the American Civil War (who wore blue uniforms); filled with melancholy and despondency; characterized by profanity or cursing; suggestive of sexual impropriety; belonging to or characteristic of the nobility or aristocracy; morally rigorous and strict; causing dejection
Sadness,Choked,"expire, congest, perish, scrag, choke, croak, pass, choked, choke off, strangle, buy the farm, die, suffocate, back up, stifle, pass away, kick the bucket, clogged, snuff it, cash in one's chips, asphyxiate, go, fret, drop dead, clog up, exit, decease, throttle, conk, pop off, foul, give-up the ghost, gag, clog","breathe with great difficulty, as when experiencing a strong emotion; be too tight; rub or press; wring the neck of; constrict (someone's) throat and keep from breathing; struggle for breath; have insufficient oxygen intake; fail to perform adequately due to tension or agitation; check or slow down the action or effect of; become or cause to become obstructed; impair the respiration of or obstruct the air passage of; become stultified, suppressed, or stifled; suppress the development, creativity, or imagination of; pass from physical life and lose all bodily attributes and functions necessary to sustain life; reduce the air supply; cause to retch or choke; stopped up; clogged up"
Sadness,Crestfallen,"chapfallen, crestfallen, deflated, chopfallen",brought low in spirit
Sadness,Crummy,"sleazy, cheap, tinny, crummy, chintzy, punk, bum, cheesy",of very poor quality; flimsy
Sadness,Crushed,"humbled, squeeze, smash, squash, vanquish, squelch, demolish, shell, trounce, jam, crush, humiliated, mash, beat, low, beat out, break down, broken, suppress, crushed, oppress","come down on or keep down by unjust use of one's authority; to compress with violence, out of natural shape or condition; come out better in a competition, race, or conflict; break into small pieces; humiliate or depress completely; crush or bruise; make ineffective; become injured, broken, or distorted by pressure; treated so as to have a permanently wrinkled appearance; subdued or brought low in condition or status"
Sadness,Defeated,"get the better of, vote out, shoot down, defeated, kill, disappointed, vote down, defeat, discomfited, frustrated, thwarted, foiled, overcome",people who are defeated; win a victory over; thwart the passage of; beaten or overcome; not victorious; disappointingly unsuccessful
Sadness,Dejected,"dismay, demoralize, depress, cast down, deject, dispirit, demoralise, get down, dejected",lower someone's spirits; make downhearted; affected or marked by low spirits
Sadness,Depressed,"down in the mouth, dismay, demoralize, dispirit, depressed, blue, downcast, grim, press down, low-spirited, lower, down, get down, depress, cast down, low, dispirited, deject, demoralise, downhearted, gloomy",lower someone's spirits; make downhearted; lower (prices or markets); cause to drop or sink; press down; lessen the activity or force of; lower than previously; flattened downward as if pressed from above or flattened along the dorsal and ventral surfaces; filled with melancholy and despondency
Sadness,Despair,"despair, desperation",a state in which all hope is lost or absent; the feeling that everything is wrong and nothing will turn out well; abandon hope; give up hope; lose heart
Sadness,Despondent,"heartsick, despondent",without or almost without hope
Sadness,Devastated,"devastate, waste, lay waste to, desolate, ravage, scourge",cause extensive destruction or ruin utterly; overwhelm or overpower
Sadness,Disappointed,"let down, disappoint, defeated, disappointed, discomfited, frustrated, thwarted, foiled",fail to meet the hopes or expectations of; disappointingly unsuccessful
